latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
23.71903,85.00716,298.59,0.39,0.44,2024-01-09,2022,N,VIIRS,n,2,284.63,0.39,N,0
24.16925,82.55978,303.52,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,288.3,1.3,N,2
23.66371,85.31524,309.33,0.4,0.44,2024-01-09,2022,N,VIIRS,n,2,284.73,1.45,N,0
24.16017,82.67345,312.87,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,287.51,1.36,N,0
23.7389,85.01165,303.31,0.39,0.44,2024-01-09,2022,N,VIIRS,n,2,289.87,0.95,N,2
23.73962,85.00785,303.61,0.39,0.44,2024-01-09,2022,N,VIIRS,n,2,288.39,0.95,N,2
24.1795,82.64626,303.56,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,287.72,0.8,N,0
24.19149,82.57767,303.43,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,288.39,0.67,N,2
23.65606,85.50834,298.9,0.41,0.45,2024-01-09,2022,N,VIIRS,n,2,285.92,0.48,N,2
24.20462,82.52318,300.91,0.43,0.38,2024-01-09,2022,N,VIIRS,n,2,286.64,0.42,N,2
20.97038,85.01917,304.02,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,289.53,0.9,N,0
20.9553,85.00717,310.3,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,289.17,1.27,N,2
23.11349,70.08472,300.8,0.34,0.56,2024-01-09,2022,N,VIIRS,n,2,287.19,0.69,N,2
23.10399,70.18613,300.62,0.34,0.56,2024-01-09,2022,N,VIIRS,n,2,288.16,0.7,N,2
23.11359,70.08576,298.17,0.34,0.56,2024-01-09,2022,N,VIIRS,n,2,286.78,0.58,N,2
23.10339,70.18694,300.79,0.34,0.56,2024-01-09,2022,N,VIIRS,n,2,287.52,0.51,N,2
21.48673,81.76687,306.71,0.43,0.38,2024-01-09,2022,N,VIIRS,n,2,289.71,1.13,N,2
21.48602,81.77103,305.51,0.43,0.38,2024-01-09,2022,N,VIIRS,n,2,290.01,0.95,N,2
20.86759,84.98917,307.33,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,289.44,1.27,N,2
20.80659,85.25605,310.82,0.45,0.47,2024-01-09,2022,N,VIIRS,n,2,291.55,2.1,N,2
21.67896,84.03778,311.06,0.55,0.43,2024-01-09,2022,N,VIIRS,n,2,280.41,2.66,N,2
21.88642,82.05359,303.43,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,288.82,0.51,N,2
21.73107,82.21431,304.28,0.45,0.39,2024-01-09,2022,N,VIIRS,n,2,290.21,0.87,N,2
20.99618,86.0137,301.4,0.49,0.49,2024-01-09,2022,N,VIIRS,n,2,288.4,0.99,N,0
20.97491,86.00399,303.4,0.49,0.49,2024-01-09,2022,N,VIIRS,n,2,289.56,0.85,N,2
20.96856,86.01241,305.73,0.49,0.49,2024-01-09,2022,N,VIIRS,n,2,290.24,2.47,N,2
20.95198,86.04826,304.24,0.5,0.49,2024-01-09,2022,N,VIIRS,n,2,290.47,1.54,N,2
20.95096,86.04621,302.85,0.5,0.49,2024-01-09,2022,N,VIIRS,n,2,288.98,1.81,N,2
20.9446,86.05487,302.29,0.5,0.49,2024-01-09,2022,N,VIIRS,n,2,289.85,1.84,N,2
21.67168,82.07997,301.49,0.44,0.39,2024-01-09,2022,N,VIIRS,n,2,289.37,0.85,N,2
21.62965,82.11135,299.0,0.45,0.39,2024-01-09,2022,N,VIIRS,n,2,288.7,0.6,N,0
21.08093,85.03478,303.69,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,290.99,1.37,N,2
21.08014,85.03888,308.06,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,289.88,1.37,N,2
21.07934,85.04297,315.84,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,290.04,2.58,N,2
21.07517,85.04202,326.77,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,290.25,2.58,N,2
21.07597,85.03795,310.88,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,290.06,1.37,N,2
21.06763,85.03603,305.22,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,290.83,2.41,N,2
22.97683,72.56573,312.94,0.48,0.48,2024-01-09,2022,N,VIIRS,n,2,288.98,1.27,N,0
21.5764,82.02215,308.62,0.44,0.39,2024-01-09,2022,N,VIIRS,n,2,292.07,1.55,N,2
20.98463,85.12605,306.04,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,288.07,1.54,N,2
20.97655,85.1679,300.37,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,289.91,0.8,N,2
20.97073,85.17528,331.02,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,291.6,1.66,N,2
20.97881,85.1335,309.12,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,290.12,1.49,N,2
20.978,85.13766,310.35,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,290.65,1.49,N,2
20.97639,85.14598,304.91,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,289.0,1.14,N,2
20.97234,85.16695,302.39,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,291.44,1.74,N,2
20.97153,85.17113,311.81,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,290.6,1.74,N,2
20.97461,85.13251,309.46,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,289.8,1.49,N,2
20.96733,85.17014,301.29,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,289.7,1.74,N,2
20.96651,85.17432,304.31,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,289.95,1.66,N,2
20.9657,85.1785,302.29,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,289.95,1.66,N,2
20.96635,85.15247,313.29,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,290.48,2.56,N,2
20.96392,85.16502,309.11,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,290.84,1.96,N,2
20.96311,85.16917,313.7,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,292.04,1.96,N,2
20.9623,85.17336,317.77,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,292.29,2.04,N,2
20.96148,85.17755,305.74,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,292.09,2.04,N,2
21.54597,81.94592,299.99,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,289.94,0.76,N,0
20.95374,85.14957,300.85,0.44,0.46,2024-01-09,2022,N,VIIRS,n,2,288.9,0.99,N,0
21.54246,81.94521,303.43,0.44,0.38,2024-01-09,2022,N,VIIRS,n,2,290.98,1.16,N,2
20.96333,85.07779,306.98,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,289.1,1.14,N,0
20.97198,85.01095,298.61,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,287.21,0.79,N,0
20.97118,85.01507,307.21,0.43,0.46,2024-01-09,2022,N,VIIRS,n,2,288.89,0.79,N,0
21.75975,83.84323,299.93,0.54,0.42,2024-01-09,2022,N,VIIRS,n,2,276.42,0.94,N,2
22.00332,82.66972,317.45,0.47,0.39,2024-01-09,2022,N,VIIRS,n,2,291.49,2.33,N,2
22.00692,82.67045,300.18,0.47,0.39,2024-01-09,2022,N,VIIRS,n,2,289.32,0.79,N,2
21.76754,84.0183,298.94,0.55,0.43,2024-01-09,2022,N,VIIRS,n,2,276.1,2.12,N,2
21.76688,84.01951,303.88,0.55,0.43,2024-01-09,2022,N,VIIRS,n,2,280.48,2.79,N,2
21.87851,83.5547,310.28,0.52,0.41,2024-01-09,2022,N,VIIRS,n,2,288.59,1.74,N,2
21.92044,83.34986,296.74,0.5,0.41,2024-01-09,2022,N,VIIRS,n,2,281.08,0.81,N,2
22.02058,83.37789,298.71,0.5,0.41,2024-01-09,2022,N,VIIRS,n,2,288.35,1.18,N,2
22.03073,83.36492,303.38,0.5,0.41,2024-01-09,2022,N,VIIRS,n,2,289.39,1.2,N,2
21.95428,83.79719,298.53,0.53,0.42,2024-01-09,2022,N,VIIRS,n,2,287.71,0.26,N,0
22.03714,83.35116,308.72,0.5,0.41,2024-01-09,2022,N,VIIRS,n,2,289.58,1.52,N,2
22.10282,83.11823,297.81,0.49,0.4,2024-01-09,2022,N,VIIRS,n,2,284.23,1.12,N,2
22.1065,83.119,296.88,0.49,0.4,2024-01-09,2022,N,VIIRS,n,2,284.73,0.9,N,2
22.0181,83.75266,313.72,0.53,0.42,2024-01-09,2022,N,VIIRS,n,2,289.9,2.43,N,0
22.01904,83.74754,312.86,0.53,0.42,2024-01-09,2022,N,VIIRS,n,2,288.21,1.9,N,0
22.04083,83.73654,331.19,0.53,0.42,2024-01-09,2022,N,VIIRS,n,2,292.44,6.34,N,2
22.04175,83.73149,321.14,0.52,0.42,2024-01-09,2022,N,VIIRS,n,2,290.06,2.02,N,2
22.04555,83.73233,302.58,0.52,0.42,2024-01-09,2022,N,VIIRS,n,2,290.06,2.02,N,2
22.0385,83.73766,303.9,0.52,0.42,2024-01-09,2022,N,VIIRS,n,2,289.23,2.27,N,2
22.03945,83.73261,298.93,0.52,0.42,2024-01-09,2022,N,VIIRS,n,2,288.86,2.27,N,2
22.0423,83.7385,314.92,0.52,0.42,2024-01-09,2022,N,VIIRS,n,2,292.2,2.27,N,2
21.11258,72.63761,306.21,0.45,0.47,2024-01-09,2023,N,VIIRS,n,2,290.49,1.19,N,2
21.10721,72.64571,331.32,0.45,0.47,2024-01-09,2023,N,VIIRS,n,2,291.99,4.69,N,2
21.10826,72.63703,303.87,0.45,0.47,2024-01-09,2023,N,VIIRS,n,2,290.96,1.19,N,2
21.17455,72.93443,300.86,0.43,0.46,2024-01-09,2023,N,VIIRS,n,2,289.35,0.37,N,0
21.10395,72.63644,341.23,0.45,0.47,2024-01-09,2023,N,VIIRS,n,2,291.2,3.16,N,2
21.1029,72.64513,313.29,0.45,0.47,2024-01-09,2023,N,VIIRS,n,2,289.64,2.06,N,2
21.09963,72.63585,304.71,0.45,0.47,2024-01-09,2023,N,VIIRS,n,2,289.54,3.16,N,2
20.10436,79.03207,300.15,0.38,0.36,2024-01-09,2023,N,VIIRS,n,2,289.81,0.76,N,0
20.09171,79.02601,305.09,0.38,0.36,2024-01-09,2023,N,VIIRS,n,2,290.41,0.85,N,0
19.98528,79.07922,301.06,0.39,0.36,2024-01-09,2023,N,VIIRS,n,2,288.97,0.47,N,0
19.31657,82.62201,295.49,0.5,0.41,2024-01-09,2023,N,VIIRS,n,2,284.65,0.47,N,0
20.91227,71.45862,300.49,0.53,0.5,2024-01-09,2023,N,VIIRS,n,2,289.01,1.22,N,2
19.10354,82.16609,309.58,0.48,0.4,2024-01-09,2023,N,VIIRS,n,2,288.47,1.92,N,0
19.10273,82.17064,299.77,0.48,0.4,2024-01-09,2023,N,VIIRS,n,2,287.49,0.94,N,0
18.72537,79.53622,300.2,0.39,0.36,2024-01-09,2023,N,VIIRS,n,2,283.46,0.58,N,2
18.72202,79.53563,303.35,0.39,0.36,2024-01-09,2023,N,VIIRS,n,2,282.94,0.58,N,2
17.61053,83.20293,304.38,0.57,0.43,2024-01-09,2023,N,VIIRS,n,2,290.84,1.19,N,2
17.60656,83.20213,302.51,0.57,0.43,2024-01-09,2023,N,VIIRS,n,2,291.24,1.19,N,2
18.68099,73.03514,299.93,0.4,0.44,2024-01-09,2023,N,VIIRS,n,2,288.65,1.6,N,2
17.58425,80.31884,301.03,0.42,0.38,2024-01-09,2023,N,VIIRS,n,2,289.68,1.14,N,0
17.69153,77.59676,304.92,0.39,0.36,2024-01-09,2024,N,VIIRS,n,2,274.72,0.59,N,0
17.79034,75.3436,301.59,0.44,0.38,2024-01-09,2024,N,VIIRS,n,2,279.56,0.53,N,0
17.49155,75.34851,310.96,0.44,0.38,2024-01-09,2024,N,VIIRS,n,2,263.62,1.04,N,0
16.73427,74.49626,320.86,0.47,0.4,2024-01-09,2024,N,VIIRS,n,2,277.86,2.5,N,0
15.68323,78.45643,306.06,0.39,0.36,2024-01-09,2024,N,VIIRS,n,2,290.93,0.99,N,0
15.17923,77.10403,304.53,0.39,0.36,2024-01-09,2024,N,VIIRS,n,2,286.23,0.69,N,2
15.52212,73.99796,301.76,0.48,0.4,2024-01-09,2024,N,VIIRS,n,2,284.53,0.68,N,2
15.00624,76.99873,312.16,0.39,0.36,2024-01-09,2024,N,VIIRS,n,2,288.95,1.04,N,0
14.99185,76.84956,298.44,0.39,0.36,2024-01-09,2024,N,VIIRS,n,2,284.96,0.46,N,0
13.89981,76.56475,302.98,0.39,0.36,2024-01-09,2025,N,VIIRS,n,2,286.83,0.74,N,0
34.32954,73.8508,296.6,0.72,0.76,2024-01-09,2159,N,VIIRS,n,2,272.35,1.5,N,0
27.31756,95.25942,296.55,0.76,0.77,2024-01-10,1821,N,VIIRS,n,2,282.93,1.33,N,2
27.53338,95.39793,297.26,0.75,0.77,2024-01-10,1821,N,VIIRS,n,2,281.84,0.76,N,2
27.46333,95.47232,296.65,0.74,0.76,2024-01-10,1821,N,VIIRS,n,2,281.6,0.51,N,0
27.47063,95.4188,302.83,0.75,0.77,2024-01-10,1821,N,VIIRS,n,2,282.87,1.42,N,2
27.46059,95.47379,299.27,0.74,0.76,2024-01-10,1821,N,VIIRS,n,2,281.77,0.67,N,0
27.3183,95.26366,306.41,0.76,0.77,2024-01-10,1821,N,VIIRS,n,2,282.95,1.76,N,2
33.24221,75.25528,314.58,0.41,0.61,2024-01-10,2000,N,VIIRS,n,2,280.72,1.43,N,0
34.17763,74.18542,307.18,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,273.62,1.16,N,0
34.17176,74.18069,296.73,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,272.79,1.16,N,0
34.17645,74.1865,309.41,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,273.95,2.43,N,0
34.1389,73.9628,305.23,0.5,0.66,2024-01-10,2000,N,VIIRS,n,2,274.52,1.79,N,0
34.0804,74.16003,307.52,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,272.3,2.68,N,0
34.08023,74.16341,305.09,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,273.08,2.41,N,0
34.07987,74.16012,308.2,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,272.61,2.05,N,0
34.07968,74.16356,307.48,0.49,0.65,2024-01-10,2000,N,VIIRS,n,2,273.29,2.05,N,0
33.60491,75.7916,321.94,0.39,0.59,2024-01-10,2000,N,VIIRS,n,2,271.13,2.25,N,0
33.61491,74.40834,299.44,0.47,0.64,2024-01-10,2000,N,VIIRS,n,2,274.77,0.95,N,0
33.54778,74.14912,322.05,0.48,0.65,2024-01-10,2000,N,VIIRS,n,2,278.05,2.01,N,0
33.5465,74.14746,316.05,0.48,0.65,2024-01-10,2000,N,VIIRS,n,2,278.88,2.76,N,0
33.54619,74.15308,295.31,0.48,0.65,2024-01-10,2000,N,VIIRS,n,2,276.39,2.2,N,0
33.20846,76.20061,346.2,0.37,0.58,2024-01-10,2000,N,VIIRS,n,2,275.14,3.35,N,0
33.20828,76.20325,308.46,0.37,0.58,2024-01-10,2000,N,VIIRS,n,2,273.75,3.35,N,0
33.22762,75.73141,311.52,0.39,0.59,2024-01-10,2000,N,VIIRS,n,2,272.92,2.41,N,0
33.22741,75.73469,314.73,0.39,0.59,2024-01-10,2000,N,VIIRS,n,2,273.74,1.86,N,0
33.21108,76.20058,342.51,0.37,0.58,2024-01-10,2000,N,VIIRS,n,2,276.64,2.86,N,0
33.21126,76.19813,310.02,0.37,0.58,2024-01-10,2000,N,VIIRS,n,2,272.98,4.39,N,0
33.21089,76.20319,297.68,0.37,0.58,2024-01-10,2000,N,VIIRS,n,2,274.35,2.86,N,0
33.22765,75.73309,330.63,0.39,0.59,2024-01-10,2000,N,VIIRS,n,2,275.56,3.56,N,0
30.7235,78.18761,321.24,0.53,0.5,2024-01-10,2001,N,VIIRS,n,2,281.83,2.44,N,0
32.44262,76.0461,309.46,0.37,0.58,2024-01-10,2001,N,VIIRS,n,2,281.33,1.25,N,0
28.83183,95.98339,299.34,0.36,0.57,2024-01-10,2001,N,VIIRS,n,2,274.62,1.2,N,0
31.45301,76.90079,336.46,0.32,0.54,2024-01-10,2001,N,VIIRS,n,2,281.64,2.53,N,0
31.45266,76.90508,322.78,0.32,0.54,2024-01-10,2001,N,VIIRS,n,2,279.81,2.53,N,0
31.32335,77.66513,300.46,0.57,0.52,2024-01-10,2001,N,VIIRS,n,2,276.07,1.25,N,0
31.37325,76.9418,299.02,0.63,0.54,2024-01-10,2001,N,VIIRS,n,2,280.13,1.12,N,0
31.07497,77.80802,299.48,0.56,0.51,2024-01-10,2001,N,VIIRS,n,2,277.95,2.96,N,0
31.06973,77.81288,328.5,0.56,0.51,2024-01-10,2001,N,VIIRS,n,2,280.61,3.28,N,0
31.07009,77.80882,308.85,0.56,0.51,2024-01-10,2001,N,VIIRS,n,2,278.67,2.96,N,0
31.07514,77.80797,298.62,0.56,0.51,2024-01-10,2001,N,VIIRS,n,2,278.28,2.31,N,0
31.06988,77.81285,327.73,0.56,0.51,2024-01-10,2001,N,VIIRS,n,2,280.61,2.31,N,0
31.07025,77.80878,309.13,0.56,0.51,2024-01-10,2001,N,VIIRS,n,2,278.63,2.31,N,0
30.98387,77.91459,295.91,0.55,0.51,2024-01-10,2001,N,VIIRS,n,2,279.33,1.13,N,0
30.98348,77.91887,303.23,0.55,0.51,2024-01-10,2001,N,VIIRS,n,2,279.92,2.03,N,0
30.97889,77.91677,301.85,0.55,0.51,2024-01-10,2001,N,VIIRS,n,2,279.19,1.59,N,0
30.85884,77.80128,307.54,0.55,0.51,2024-01-10,2001,N,VIIRS,n,2,278.55,2.0,N,0
30.85879,77.80128,307.95,0.55,0.51,2024-01-10,2001,N,VIIRS,n,2,278.91,1.52,N,0
30.72864,78.18262,298.24,0.53,0.5,2024-01-10,2001,N,VIIRS,n,2,279.71,1.64,N,0
30.72795,78.19021,313.94,0.53,0.5,2024-01-10,2001,N,VIIRS,n,2,280.96,1.64,N,0
27.25934,95.14928,302.27,0.34,0.56,2024-01-10,2001,N,VIIRS,n,2,282.96,0.34,N,0
27.31554,95.26424,317.45,0.35,0.56,2024-01-10,2001,N,VIIRS,n,2,282.76,1.14,N,2
27.32064,95.26575,314.49,0.35,0.56,2024-01-10,2001,N,VIIRS,n,2,283.43,1.14,N,2
30.0758,78.72943,299.02,0.48,0.48,2024-01-10,2001,N,VIIRS,n,2,279.91,1.54,N,0
30.07929,78.73954,295.72,0.48,0.48,2024-01-10,2001,N,VIIRS,n,2,280.37,0.98,N,0
30.08017,78.73074,312.78,0.48,0.48,2024-01-10,2001,N,VIIRS,n,2,280.31,1.54,N,0
27.3778,95.0891,305.12,0.34,0.56,2024-01-10,2001,N,VIIRS,n,2,282.46,0.97,N,2
30.08336,78.74388,301.17,0.48,0.48,2024-01-10,2001,N,VIIRS,n,2,281.16,0.9,N,0
30.71892,78.18632,301.78,0.53,0.5,2024-01-10,2001,N,VIIRS,n,2,277.43,2.44,N,0
30.72497,78.18712,331.17,0.52,0.5,2024-01-10,2001,N,VIIRS,n,2,283.22,5.42,N,0
30.72045,78.18533,309.94,0.52,0.5,2024-01-10,2001,N,VIIRS,n,2,278.42,2.6,N,0
30.55342,79.13763,308.12,0.46,0.47,2024-01-10,2001,N,VIIRS,n,2,280.07,1.36,N,0
30.55084,78.64159,303.25,0.49,0.49,2024-01-10,2001,N,VIIRS,n,2,279.84,1.12,N,0
30.54628,78.64158,299.8,0.49,0.49,2024-01-10,2001,N,VIIRS,n,2,279.71,1.12,N,0
30.48111,79.02112,315.58,0.47,0.47,2024-01-10,2001,N,VIIRS,n,2,281.55,1.71,N,0
30.47681,79.01959,314.06,0.47,0.47,2024-01-10,2001,N,VIIRS,n,2,279.64,1.93,N,0
30.44208,78.91991,295.11,0.47,0.48,2024-01-10,2001,N,VIIRS,n,2,279.46,1.59,N,0
30.39244,79.41856,296.76,0.44,0.46,2024-01-10,2001,N,VIIRS,n,2,279.77,0.8,N,0
30.38484,79.45105,304.09,0.44,0.46,2024-01-10,2001,N,VIIRS,n,2,276.14,1.24,N,0
30.38423,79.45712,297.99,0.44,0.46,2024-01-10,2001,N,VIIRS,n,2,275.26,0.98,N,0
30.38643,79.44989,297.9,0.44,0.46,2024-01-10,2001,N,VIIRS,n,2,277.4,0.82,N,0
30.3858,79.45572,298.87,0.44,0.46,2024-01-10,2001,N,VIIRS,n,2,274.7,0.82,N,0
30.38457,79.46696,295.13,0.44,0.46,2024-01-10,2001,N,VIIRS,n,2,273.41,0.96,N,0
30.43858,78.9176,297.46,0.47,0.48,2024-01-10,2001,N,VIIRS,n,2,279.49,1.66,N,0
30.43914,78.64709,303.83,0.49,0.49,2024-01-10,2001,N,VIIRS,n,2,280.96,1.69,N,0
27.60682,95.40173,297.32,0.35,0.57,2024-01-10,2001,N,VIIRS,n,2,282.92,0.36,N,2
30.40174,78.37201,302.32,0.51,0.49,2024-01-10,2001,N,VIIRS,n,2,277.8,0.74,N,0
27.46331,95.47657,304.44,0.35,0.57,2024-01-10,2001,N,VIIRS,n,2,281.65,0.33,N,2
27.47065,95.4222,313.65,0.35,0.57,2024-01-10,2001,N,VIIRS,n,2,283.26,1.1,N,2
30.03608,80.56831,327.2,0.57,0.43,2024-01-10,2001,N,VIIRS,n,2,276.67,4.78,N,0
30.03762,80.57281,308.91,0.57,0.43,2024-01-10,2001,N,VIIRS,n,2,276.44,2.82,N,0
27.4702,95.42275,316.18,0.35,0.57,2024-01-10,2001,N,VIIRS,n,2,283.4,0.97,N,2
27.45806,95.47572,295.29,0.35,0.57,2024-01-10,2001,N,VIIRS,n,2,280.94,0.43,N,2
30.03427,80.56688,320.2,0.57,0.43,2024-01-10,2001,N,VIIRS,n,2,277.24,2.82,N,0
30.03376,80.57133,320.67,0.57,0.43,2024-01-10,2001,N,VIIRS,n,2,277.97,2.82,N,0
30.18117,79.00216,305.79,0.46,0.47,2024-01-10,2001,N,VIIRS,n,2,279.56,1.59,N,0
30.17683,79.0011,302.09,0.46,0.47,2024-01-10,2001,N,VIIRS,n,2,280.27,1.83,N,0
30.05985,79.54209,313.32,0.43,0.46,2024-01-10,2001,N,VIIRS,n,2,279.91,2.23,N,0
30.05676,79.53034,312.42,0.43,0.46,2024-01-10,2001,N,VIIRS,n,2,278.96,1.92,N,0
30.0575,79.53266,302.85,0.43,0.46,2024-01-10,2001,N,VIIRS,n,2,279.11,1.36,N,0
30.0564,79.54262,303.51,0.43,0.46,2024-01-10,2001,N,VIIRS,n,2,278.12,1.15,N,0
30.05337,79.53112,299.42,0.43,0.46,2024-01-10,2001,N,VIIRS,n,2,276.16,1.36,N,0
30.0842,78.73553,301.52,0.48,0.48,2024-01-10,2001,N,VIIRS,n,2,279.94,1.05,N,0
30.08378,78.73973,296.27,0.48,0.48,2024-01-10,2001,N,VIIRS,n,2,281.22,0.9,N,0
26.77472,94.50626,300.29,0.32,0.55,2024-01-10,2001,N,VIIRS,n,2,282.52,0.38,N,0
26.78403,94.67038,306.79,0.33,0.55,2024-01-10,2001,N,VIIRS,n,2,283.04,0.64,N,2
29.48043,79.49493,300.14,0.43,0.46,2024-01-10,2001,N,VIIRS,n,2,279.82,1.23,N,0
29.91004,74.94937,295.11,0.4,0.6,2024-01-10,2001,N,VIIRS,n,2,278.97,1.23,N,2
29.91036,74.94514,329.2,0.4,0.6,2024-01-10,2001,N,VIIRS,n,2,280.86,1.23,N,2
27.03276,94.89236,318.94,0.33,0.56,2024-01-10,2001,N,VIIRS,n,2,283.71,1.4,N,0
27.03351,94.88904,295.69,0.33,0.56,2024-01-10,2001,N,VIIRS,n,2,283.38,1.45,N,0
27.03011,94.8894,327.83,0.33,0.56,2024-01-10,2001,N,VIIRS,n,2,283.81,2.01,N,2
29.88191,78.89398,305.55,0.47,0.47,2024-01-10,2001,N,VIIRS,n,2,281.06,1.41,N,0
26.27189,74.18743,298.11,0.41,0.61,2024-01-10,2002,N,VIIRS,n,2,285.9,1.11,N,2
26.26624,74.18688,300.18,0.41,0.61,2024-01-10,2002,N,VIIRS,n,2,286.67,1.2,N,0
25.30989,83.01479,300.85,0.4,0.37,2024-01-10,2002,N,VIIRS,n,2,287.96,0.64,N,0
26.642,79.47733,317.59,0.39,0.44,2024-01-10,2002,N,VIIRS,n,2,281.21,1.67,N,2
26.64091,79.47958,299.95,0.39,0.44,2024-01-10,2002,N,VIIRS,n,2,281.5,0.46,N,2
26.64136,79.47559,295.82,0.4,0.44,2024-01-10,2002,N,VIIRS,n,2,281.23,0.46,N,2
26.64498,79.48018,313.84,0.39,0.44,2024-01-10,2002,N,VIIRS,n,2,281.18,0.95,N,2
26.76101,83.20022,302.99,0.41,0.37,2024-01-10,2002,N,VIIRS,n,2,285.63,1.26,N,2
23.51238,87.27686,303.65,0.44,0.38,2024-01-10,2003,N,VIIRS,n,2,288.63,0.72,N,2
24.11767,86.34917,297.33,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,286.18,0.99,N,2
24.44916,83.03861,301.77,0.4,0.37,2024-01-10,2003,N,VIIRS,n,2,288.23,0.65,N,2
24.44829,83.0397,299.75,0.4,0.37,2024-01-10,2003,N,VIIRS,n,2,287.88,0.69,N,2
23.79889,87.04718,304.3,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,290.32,1.71,N,2
23.79453,87.07246,300.18,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,289.28,2.37,N,0
23.80519,86.92739,298.31,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,285.78,0.41,N,0
23.69515,87.10429,303.2,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,288.57,1.95,N,2
23.6929,87.11697,300.94,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,289.32,1.64,N,2
23.69215,87.1212,307.99,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,290.07,1.81,N,2
23.68867,87.12049,312.16,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,289.93,1.81,N,2
23.68892,87.09863,308.13,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,290.65,1.68,N,2
23.68517,87.11977,307.38,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,288.86,1.32,N,2
23.68809,87.0994,305.2,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,289.6,1.44,N,2
23.68443,87.12057,299.91,0.43,0.38,2024-01-10,2003,N,VIIRS,n,2,288.45,0.91,N,2
23.80504,86.3306,330.1,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,295.01,2.3,N,2
23.80772,86.31471,306.27,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,293.93,1.61,N,2
23.80705,86.31869,306.44,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,292.07,1.61,N,2
23.7322,86.75943,300.94,0.42,0.38,2024-01-10,2003,N,VIIRS,n,2,288.64,0.94,N,0
23.80165,86.32992,321.51,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,291.95,2.3,N,2
23.79963,86.3419,306.19,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,293.15,1.22,N,2
23.79421,86.3532,320.96,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,293.08,1.97,N,2
23.79148,86.34853,300.26,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,289.5,1.83,N,2
23.79081,86.35251,316.53,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,291.3,1.97,N,2
23.78744,86.37247,309.23,0.41,0.37,2024-01-10,2003,N,VIIRS,n,2,289.4,1.26,N,2
