latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.76855,84.01809,308.33,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,290.85,1.75,N,2
21.76795,84.02351,314.06,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,288.26,1.75,N,2
21.7638,84.01747,308.56,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,291.0,1.75,N,2
21.7632,84.02293,302.02,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,289.64,1.75,N,2
21.75845,84.0223,306.62,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,290.8,1.76,N,2
21.75371,84.02166,300.71,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,289.33,1.76,N,2
21.75848,83.84422,323.74,0.57,0.52,2024-01-01,1932,N,VIIRS,n,2,290.97,3.31,N,2
21.75426,83.83812,304.78,0.57,0.52,2024-01-01,1932,N,VIIRS,n,2,288.36,3.31,N,2
21.7341,83.98046,300.03,0.56,0.51,2024-01-01,1932,N,VIIRS,n,2,289.4,1.21,N,0
21.67968,84.03934,316.19,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,290.96,2.87,N,2
21.67929,84.03858,314.78,0.55,0.51,2024-01-01,1932,N,VIIRS,n,2,290.64,3.12,N,2
21.48494,81.76816,311.65,0.38,0.59,2024-01-01,1932,N,VIIRS,n,2,289.3,1.79,N,2
21.48466,81.76985,303.32,0.38,0.59,2024-01-01,1932,N,VIIRS,n,2,288.37,1.3,N,2
21.00001,86.01167,302.7,0.41,0.45,2024-01-01,1932,N,VIIRS,n,2,290.09,0.79,N,0
20.99804,86.02739,305.05,0.41,0.45,2024-01-01,1932,N,VIIRS,n,2,289.17,0.89,N,0
21.07818,85.03834,314.02,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,292.88,1.91,N,2
21.07765,85.04292,314.02,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,291.03,1.91,N,2
20.96285,86.00641,307.96,0.41,0.45,2024-01-01,1932,N,VIIRS,n,2,289.63,1.16,N,2
20.95345,86.04902,335.27,0.4,0.45,2024-01-01,1932,N,VIIRS,n,2,291.8,3.07,N,2
21.07325,85.04234,301.98,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,290.06,1.2,N,2
20.94934,86.04837,334.01,0.4,0.45,2024-01-01,1932,N,VIIRS,n,2,290.66,3.07,N,2
21.06937,85.03721,302.81,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,291.5,1.2,N,2
20.94428,86.05551,304.5,0.4,0.45,2024-01-01,1932,N,VIIRS,n,2,290.66,1.65,N,2
20.92243,86.04141,304.83,0.4,0.45,2024-01-01,1932,N,VIIRS,n,2,290.54,0.88,N,2
21.39114,81.64462,301.04,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.01,1.13,N,2
21.37671,81.67792,302.22,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.47,1.39,N,2
21.37633,81.68172,307.91,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.41,1.39,N,2
21.37496,81.6389,302.93,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.25,1.64,N,2
21.37045,81.68494,302.51,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.96,0.83,N,2
21.36569,81.67675,304.16,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.82,1.32,N,2
21.36318,81.64539,300.16,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,289.17,1.65,N,2
20.97796,85.1322,302.89,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,291.66,1.96,N,2
20.97744,85.13667,310.69,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,292.31,1.71,N,2
20.97638,85.14562,303.92,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,290.2,1.19,N,2
20.97375,85.16783,303.51,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,293.0,2.21,N,2
20.96833,85.17622,326.82,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,291.71,2.25,N,2
20.96886,85.17175,313.17,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,291.82,2.25,N,2
20.96345,85.18009,322.71,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,292.55,3.2,N,2
20.9687,85.13551,304.15,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,291.39,1.26,N,0
20.9645,85.1712,310.68,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,292.85,2.25,N,2
20.96398,85.17564,317.33,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,292.95,2.25,N,2
20.96242,85.18886,310.51,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,291.64,2.13,N,2
20.96747,85.10815,301.01,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,290.59,0.89,N,0
20.96066,85.16617,300.83,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,290.54,0.75,N,2
20.95892,85.14324,301.46,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,289.97,1.19,N,2
20.96973,85.01223,321.67,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,290.56,3.43,N,0
20.9692,85.01678,319.53,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,293.06,2.08,N,0
20.9535,85.15168,302.77,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,289.97,0.72,N,0
20.9648,85.0162,302.83,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,289.74,2.08,N,0
20.95703,85.00599,304.74,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,289.19,1.22,N,2
20.95651,85.01052,307.5,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,290.02,1.22,N,2
20.95262,85.00543,301.34,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,288.8,2.21,N,2
21.3079,81.59025,301.05,0.39,0.59,2024-01-01,1932,N,VIIRS,n,2,288.08,0.87,N,2
20.88471,84.98085,307.56,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,291.19,1.9,N,2
20.8655,84.9921,304.03,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,290.83,1.73,N,2
20.80841,85.25476,313.11,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,292.5,2.54,N,2
20.79925,85.258,301.15,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,290.31,2.1,N,2
20.79543,85.25308,342.9,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,291.7,6.91,N,2
20.80666,85.25539,319.62,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,293.18,2.62,N,2
20.79747,85.25866,300.58,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,290.06,1.72,N,2
20.79368,85.25373,346.76,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,291.82,8.98,N,2
20.78831,85.26174,305.49,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,292.53,1.72,N,2
20.78778,85.26609,311.35,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,291.72,1.89,N,2
20.78399,85.26115,301.64,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,289.83,1.72,N,2
21.19871,81.3964,301.48,0.4,0.6,2024-01-01,1932,N,VIIRS,n,2,290.67,0.97,N,0
21.19312,81.39578,301.23,0.4,0.6,2024-01-01,1932,N,VIIRS,n,2,289.96,0.81,N,0
21.18791,81.39123,302.45,0.4,0.6,2024-01-01,1932,N,VIIRS,n,2,291.34,0.81,N,2
20.76251,85.29355,309.65,0.45,0.47,2024-01-01,1932,N,VIIRS,n,2,291.52,1.71,N,2
19.78825,79.14621,303.27,0.54,0.68,2024-01-01,1932,N,VIIRS,n,2,292.02,1.16,N,2
19.92143,79.11124,304.25,0.55,0.68,2024-01-01,1932,N,VIIRS,n,2,291.16,1.21,N,2
20.70296,78.62106,311.17,0.6,0.7,2024-01-01,1932,N,VIIRS,n,2,289.0,2.24,N,2
20.70756,78.62074,309.99,0.6,0.7,2024-01-01,1932,N,VIIRS,n,2,288.6,2.18,N,2
20.2406,86.60637,308.71,0.55,0.43,2024-01-01,1932,N,VIIRS,n,2,291.55,1.81,N,2
20.24454,86.60694,314.18,0.55,0.43,2024-01-01,1932,N,VIIRS,n,2,292.18,2.28,N,2
21.24777,79.22077,300.32,0.55,0.68,2024-01-01,1932,N,VIIRS,n,2,288.31,1.26,N,2
21.1827,81.38667,306.61,0.4,0.6,2024-01-01,1932,N,VIIRS,n,2,292.05,1.9,N,3
19.10269,82.16328,311.21,0.34,0.56,2024-01-01,1933,N,VIIRS,n,2,287.0,1.17,N,0
19.10233,82.16653,302.32,0.34,0.56,2024-01-01,1933,N,VIIRS,n,2,289.35,1.51,N,0
18.72134,79.53665,302.03,0.5,0.66,2024-01-01,1933,N,VIIRS,n,2,291.79,1.1,N,2
17.60531,83.20017,305.74,0.55,0.51,2024-01-01,1933,N,VIIRS,n,2,291.56,2.8,N,2
18.15091,76.31431,297.46,0.79,0.78,2024-01-01,1933,N,VIIRS,n,2,285.64,1.64,N,0
17.82397,77.39346,309.18,0.67,0.73,2024-01-01,1933,N,VIIRS,n,2,287.92,1.71,N,0
17.82339,77.40011,299.38,0.67,0.73,2024-01-01,1933,N,VIIRS,n,2,286.94,1.71,N,0
17.82333,77.39349,310.36,0.67,0.73,2024-01-01,1933,N,VIIRS,n,2,287.83,3.44,N,0
17.82271,77.40012,300.62,0.67,0.73,2024-01-01,1933,N,VIIRS,n,2,287.31,1.16,N,0
16.82668,81.09822,334.95,0.37,0.58,2024-01-01,1933,N,VIIRS,n,2,290.58,3.03,N,0
16.36104,81.28304,301.65,0.36,0.57,2024-01-01,1933,N,VIIRS,n,2,290.65,0.3,N,0
15.96361,80.93886,303.66,0.37,0.58,2024-01-01,1933,N,VIIRS,n,2,290.38,0.41,N,0
13.15766,80.28267,299.22,0.38,0.59,2024-01-01,1934,N,VIIRS,n,2,287.2,0.45,N,2
14.06464,79.93487,311.33,0.41,0.61,2024-01-01,1934,N,VIIRS,n,2,286.66,0.83,N,0
15.9615,80.93886,305.12,0.37,0.58,2024-01-01,1934,N,VIIRS,n,2,290.23,0.53,N,0
14.06749,79.93356,307.52,0.41,0.61,2024-01-01,1934,N,VIIRS,n,2,286.15,1.05,N,0
13.16311,80.28336,305.43,0.38,0.59,2024-01-01,1934,N,VIIRS,n,2,289.97,0.45,N,2
11.87204,79.03274,303.37,0.44,0.62,2024-01-01,1935,N,VIIRS,n,2,287.26,0.79,N,0
11.87786,79.03348,307.53,0.44,0.62,2024-01-01,1935,N,VIIRS,n,2,287.66,0.79,N,0
33.46829,75.20816,298.14,0.56,0.43,2024-01-01,2109,N,VIIRS,n,2,276.87,1.52,N,0
33.18373,75.06701,303.64,0.55,0.43,2024-01-01,2109,N,VIIRS,n,2,277.83,1.04,N,0
33.48465,75.619,301.75,0.39,0.44,2024-01-01,2109,N,VIIRS,n,2,274.23,1.72,N,0
33.47225,75.20883,297.77,0.56,0.43,2024-01-01,2109,N,VIIRS,n,2,275.3,2.02,N,0
31.50697,77.6105,306.06,0.55,0.51,2024-01-01,2110,N,VIIRS,n,2,271.07,1.24,N,0
31.3849,77.32827,301.43,0.53,0.5,2024-01-01,2110,N,VIIRS,n,2,279.2,1.26,N,0
31.38386,77.33289,301.26,0.53,0.5,2024-01-01,2110,N,VIIRS,n,2,278.16,1.26,N,0
31.38003,77.32845,308.76,0.53,0.5,2024-01-01,2110,N,VIIRS,n,2,279.75,1.53,N,0
29.3083,80.0045,304.91,0.42,0.61,2024-01-01,2110,N,VIIRS,n,2,279.74,1.84,N,0
33.02097,74.25597,310.34,0.51,0.41,2024-01-01,2110,N,VIIRS,n,2,281.52,2.35,N,0
33.02371,74.26203,297.13,0.51,0.41,2024-01-01,2110,N,VIIRS,n,2,281.29,1.21,N,0
31.47436,77.79543,305.39,0.56,0.52,2024-01-01,2110,N,VIIRS,n,2,274.25,1.81,N,0
31.39585,77.23657,306.76,0.52,0.5,2024-01-01,2110,N,VIIRS,n,2,279.55,1.74,N,0
31.37523,77.32829,300.14,0.53,0.5,2024-01-01,2110,N,VIIRS,n,2,278.45,1.53,N,0
31.27512,77.57487,296.5,0.55,0.51,2024-01-01,2110,N,VIIRS,n,2,273.42,1.75,N,0
31.27399,77.57977,306.92,0.55,0.51,2024-01-01,2110,N,VIIRS,n,2,276.89,1.83,N,0
31.27288,77.57809,313.48,0.55,0.51,2024-01-01,2110,N,VIIRS,n,2,276.35,2.97,N,0
31.32716,77.07457,300.23,0.51,0.5,2024-01-01,2110,N,VIIRS,n,2,278.55,1.1,N,0
31.3011,77.12703,302.37,0.52,0.5,2024-01-01,2110,N,VIIRS,n,2,279.43,0.93,N,0
30.81084,78.63367,315.58,0.32,0.55,2024-01-01,2110,N,VIIRS,n,2,276.49,1.43,N,0
30.81219,78.63428,317.85,0.32,0.55,2024-01-01,2110,N,VIIRS,n,2,277.55,1.41,N,0
30.56393,79.15402,302.12,0.35,0.57,2024-01-01,2110,N,VIIRS,n,2,275.6,0.8,N,0
30.56322,79.1543,316.4,0.35,0.57,2024-01-01,2110,N,VIIRS,n,2,276.24,1.42,N,0
30.78672,78.17724,295.13,0.61,0.53,2024-01-01,2110,N,VIIRS,n,2,277.97,1.41,N,0
30.55821,79.15231,305.25,0.35,0.57,2024-01-01,2110,N,VIIRS,n,2,275.92,1.74,N,0
30.55756,79.15505,306.65,0.35,0.57,2024-01-01,2110,N,VIIRS,n,2,275.61,1.24,N,0
30.7621,78.12772,298.53,0.61,0.53,2024-01-01,2110,N,VIIRS,n,2,275.87,1.57,N,0
29.70587,79.98842,298.65,0.41,0.61,2024-01-01,2110,N,VIIRS,n,2,280.17,0.95,N,0
29.31172,79.99083,299.77,0.42,0.61,2024-01-01,2110,N,VIIRS,n,2,280.18,1.65,N,0
26.87303,73.51575,299.86,0.4,0.44,2024-01-01,2111,N,VIIRS,n,2,280.93,0.9,N,2
27.08194,73.81705,296.05,0.41,0.45,2024-01-01,2111,N,VIIRS,n,2,283.34,0.83,N,2
26.87704,73.51673,300.65,0.4,0.44,2024-01-01,2111,N,VIIRS,n,2,281.45,1.61,N,2
26.87309,73.5172,304.37,0.4,0.44,2024-01-01,2111,N,VIIRS,n,2,281.54,1.28,N,2
23.26605,70.25819,302.28,0.46,0.39,2024-01-01,2112,N,VIIRS,n,2,286.84,0.66,N,2
23.17087,82.34026,295.18,0.79,0.78,2024-01-01,2112,N,VIIRS,n,2,284.8,1.11,N,2
24.82252,73.09291,305.34,0.41,0.45,2024-01-01,2112,N,VIIRS,n,2,289.29,1.56,N,2
24.6894,73.00065,300.94,0.4,0.45,2024-01-01,2112,N,VIIRS,n,2,287.35,0.67,N,2
21.37522,81.67995,297.94,0.79,0.78,2024-01-01,2112,N,VIIRS,n,2,287.54,2.34,N,2
21.37994,81.68323,297.22,0.79,0.78,2024-01-01,2112,N,VIIRS,n,2,287.07,0.86,N,2
23.41027,72.41732,300.37,0.39,0.44,2024-01-01,2112,N,VIIRS,n,2,287.33,0.81,N,0
23.80759,69.84721,309.06,0.44,0.38,2024-01-01,2112,N,VIIRS,n,2,286.47,1.18,N,0
22.97894,72.56665,310.51,0.41,0.45,2024-01-01,2112,N,VIIRS,n,2,290.25,1.11,N,0
23.31454,70.48683,298.73,0.47,0.4,2024-01-01,2112,N,VIIRS,n,2,286.47,0.75,N,2
23.30534,70.47542,297.97,0.47,0.4,2024-01-01,2112,N,VIIRS,n,2,287.28,0.66,N,2
23.31388,70.19871,300.13,0.46,0.39,2024-01-01,2112,N,VIIRS,n,2,286.33,0.39,N,2
23.26327,70.25298,306.75,0.46,0.39,2024-01-01,2112,N,VIIRS,n,2,287.76,1.16,N,2
22.26477,75.13622,300.0,0.6,0.53,2024-01-01,2112,N,VIIRS,n,2,289.06,1.98,N,2
23.43057,68.71346,301.73,0.41,0.37,2024-01-01,2112,N,VIIRS,n,2,288.03,0.95,N,2
23.11229,70.0875,298.21,0.46,0.39,2024-01-01,2112,N,VIIRS,n,2,287.54,0.78,N,2
22.9263,69.8256,301.07,0.45,0.39,2024-01-01,2113,N,VIIRS,n,2,288.64,0.77,N,2
22.93775,69.69862,310.6,0.44,0.38,2024-01-01,2113,N,VIIRS,n,2,286.89,0.97,N,2
22.33996,69.85415,307.15,0.45,0.39,2024-01-01,2113,N,VIIRS,n,2,295.27,3.04,N,2
22.32372,69.88271,310.14,0.46,0.39,2024-01-01,2113,N,VIIRS,n,2,289.46,1.25,N,0
22.32294,69.88026,320.61,0.46,0.39,2024-01-01,2113,N,VIIRS,n,2,290.42,2.31,N,0
22.33085,69.75051,305.13,0.45,0.39,2024-01-01,2113,N,VIIRS,n,2,294.48,2.16,N,2
22.3998,69.02048,299.23,0.42,0.38,2024-01-01,2113,N,VIIRS,n,2,289.14,0.29,N,2
21.76029,71.95038,299.5,0.39,0.44,2024-01-01,2113,N,VIIRS,n,2,288.93,0.38,N,0
19.78489,79.14808,301.79,0.6,0.71,2024-01-01,2113,N,VIIRS,n,2,290.41,0.98,N,2
21.11367,72.63599,304.92,0.44,0.46,2024-01-01,2113,N,VIIRS,n,2,294.03,1.36,N,2
21.10695,72.6478,328.95,0.45,0.47,2024-01-01,2113,N,VIIRS,n,2,296.17,4.57,N,2
21.10943,72.63503,305.52,0.44,0.46,2024-01-01,2113,N,VIIRS,n,2,294.72,1.36,N,2
21.10519,72.63409,317.52,0.44,0.46,2024-01-01,2113,N,VIIRS,n,2,293.1,1.95,N,2
21.10437,72.63833,315.85,0.44,0.46,2024-01-01,2113,N,VIIRS,n,2,293.31,1.95,N,2
21.10271,72.64685,306.3,0.45,0.47,2024-01-01,2113,N,VIIRS,n,2,292.74,1.45,N,2
21.10095,72.63314,316.55,0.44,0.46,2024-01-01,2113,N,VIIRS,n,2,292.03,1.95,N,2
21.10012,72.63737,311.81,0.44,0.46,2024-01-01,2113,N,VIIRS,n,2,292.18,1.95,N,2
20.91058,71.46078,314.05,0.57,0.43,2024-01-01,2113,N,VIIRS,n,2,293.16,2.33,N,2
18.72655,79.53337,301.86,0.67,0.74,2024-01-01,2113,N,VIIRS,n,2,290.86,1.47,N,2
19.17102,76.83109,304.82,0.44,0.63,2024-01-01,2113,N,VIIRS,n,2,286.68,0.84,N,0
18.75936,75.74224,297.04,0.39,0.59,2024-01-01,2113,N,VIIRS,n,2,285.36,0.54,N,0
23.01489,70.10529,298.96,0.46,0.39,2024-01-01,2113,N,VIIRS,n,2,288.11,0.63,N,2
18.38944,76.84993,300.21,0.46,0.64,2024-01-01,2113,N,VIIRS,n,2,287.37,0.86,N,0
19.19865,72.85006,312.85,0.5,0.49,2024-01-01,2113,N,VIIRS,n,2,292.76,1.13,N,0
19.10225,73.05171,307.35,0.51,0.49,2024-01-01,2113,N,VIIRS,n,2,291.55,1.28,N,2
19.10185,73.05408,308.04,0.51,0.5,2024-01-01,2113,N,VIIRS,n,2,291.19,0.5,N,2
18.552,73.9596,306.45,0.6,0.53,2024-01-01,2114,N,VIIRS,n,2,289.73,1.48,N,0
18.69272,73.04095,305.83,0.52,0.5,2024-01-01,2114,N,VIIRS,n,2,292.99,2.5,N,2
18.68558,73.0292,305.97,0.52,0.5,2024-01-01,2114,N,VIIRS,n,2,292.17,1.42,N,2
18.68593,73.03139,308.3,0.52,0.5,2024-01-01,2114,N,VIIRS,n,2,292.65,2.31,N,2
16.38367,75.90892,306.74,0.44,0.62,2024-01-01,2114,N,VIIRS,n,2,287.41,0.81,N,0
16.33402,75.39281,300.63,0.41,0.61,2024-01-01,2114,N,VIIRS,n,2,285.99,0.31,N,0
16.03554,75.47942,306.7,0.42,0.61,2024-01-01,2114,N,VIIRS,n,2,286.15,0.58,N,0
15.82234,75.5478,300.42,0.43,0.62,2024-01-01,2114,N,VIIRS,n,2,285.56,0.7,N,0
15.85641,75.32876,296.14,0.41,0.61,2024-01-01,2114,N,VIIRS,n,2,285.04,0.33,N,0
15.17513,76.65486,300.24,0.52,0.67,2024-01-01,2114,N,VIIRS,n,2,288.73,2.09,N,2
15.15047,76.71044,300.89,0.52,0.67,2024-01-01,2114,N,VIIRS,n,2,287.81,0.8,N,2
15.17062,76.37957,300.37,0.5,0.66,2024-01-01,2114,N,VIIRS,n,2,288.3,1.38,N,2
15.66033,73.99013,304.89,0.34,0.56,2024-01-01,2114,N,VIIRS,n,2,289.38,0.58,N,2
15.65936,73.99001,307.41,0.34,0.56,2024-01-01,2114,N,VIIRS,n,2,289.4,0.6,N,2
15.17027,76.3782,299.7,0.5,0.66,2024-01-01,2114,N,VIIRS,n,2,288.16,1.33,N,2
15.2203,74.96682,306.31,0.4,0.6,2024-01-01,2114,N,VIIRS,n,2,285.56,0.99,N,0
14.89452,75.67571,296.84,0.45,0.63,2024-01-01,2114,N,VIIRS,n,2,285.95,0.48,N,0
14.91238,75.5939,296.45,0.45,0.63,2024-01-01,2114,N,VIIRS,n,2,285.79,0.11,N,0
14.88474,75.43655,297.36,0.44,0.62,2024-01-01,2114,N,VIIRS,n,2,286.7,0.59,N,0
26.05935,93.89134,300.94,0.48,0.4,2024-01-02,1911,N,VIIRS,n,2,285.09,0.58,N,0
26.08485,93.9538,297.38,0.47,0.4,2024-01-02,1911,N,VIIRS,n,2,285.79,0.87,N,0
26.77219,94.5058,296.22,0.46,0.39,2024-01-02,1911,N,VIIRS,n,2,284.18,0.22,N,0
26.80091,95.3203,298.65,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,282.08,0.65,N,0
26.8044,95.32073,298.82,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,282.4,0.46,N,0
26.80496,95.31673,295.34,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,282.41,0.75,N,0
27.03217,94.88982,297.82,0.44,0.39,2024-01-02,1911,N,VIIRS,n,2,284.36,0.55,N,2
27.36774,94.89658,296.2,0.45,0.39,2024-01-02,1911,N,VIIRS,n,2,283.76,0.31,N,2
27.37874,95.0861,296.93,0.44,0.38,2024-01-02,1911,N,VIIRS,n,2,283.81,0.75,N,0
27.43271,94.9812,297.11,0.44,0.39,2024-01-02,1911,N,VIIRS,n,2,284.0,0.59,N,0
27.46181,95.47866,296.61,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,283.06,0.52,N,0
27.46241,95.47436,297.0,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,283.81,0.52,N,0
27.46957,95.42256,310.25,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,285.17,1.06,N,2
27.5337,95.40123,301.87,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,283.32,0.7,N,2
27.60532,95.40031,327.06,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,284.69,2.16,N,2
27.55718,96.03793,317.51,0.41,0.37,2024-01-02,1911,N,VIIRS,n,2,283.52,0.98,N,2
28.90541,95.83201,315.07,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,272.75,2.47,N,0
28.90606,95.82728,330.07,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,274.23,2.65,N,0
28.90949,95.82819,302.8,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,271.75,2.65,N,0
28.90882,95.83308,321.42,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,275.48,2.47,N,0
28.91157,95.83905,301.16,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,273.41,0.99,N,0
28.91224,95.83408,299.72,0.43,0.38,2024-01-02,1911,N,VIIRS,n,2,273.28,0.99,N,0
23.76151,85.85496,301.13,0.45,0.63,2024-01-02,1912,N,VIIRS,n,2,287.26,1.4,N,2
23.75565,85.85434,307.48,0.45,0.63,2024-01-02,1912,N,VIIRS,n,2,288.15,1.4,N,2
23.6666,86.91926,303.89,0.38,0.59,2024-01-02,1912,N,VIIRS,n,2,286.62,1.41,N,2
23.72155,86.44244,298.19,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,288.0,1.8,N,2
23.72117,86.44659,307.02,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,293.43,2.75,N,2
23.71591,86.44178,312.16,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,287.01,1.8,N,2
23.83857,84.95201,303.03,0.51,0.66,2024-01-02,1912,N,VIIRS,n,2,285.39,1.21,N,0
23.66625,86.9163,299.41,0.38,0.59,2024-01-02,1912,N,VIIRS,n,2,288.13,1.34,N,2
23.66589,86.92015,304.41,0.38,0.59,2024-01-02,1912,N,VIIRS,n,2,285.86,0.87,N,2
23.75682,85.8524,309.08,0.45,0.63,2024-01-02,1912,N,VIIRS,n,2,287.72,2.42,N,2
23.68611,86.39233,307.28,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,286.95,1.48,N,2
23.68045,86.39165,301.11,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,286.87,1.35,N,2
23.61178,87.1452,302.69,0.37,0.58,2024-01-02,1912,N,VIIRS,n,2,287.11,1.26,N,2
23.67443,86.39507,299.31,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,285.15,1.35,N,2
23.67406,86.39923,299.18,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,287.22,1.84,N,2
23.67223,86.41998,296.35,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,286.23,1.18,N,2
23.6057,87.15193,297.64,0.37,0.58,2024-01-02,1912,N,VIIRS,n,2,285.4,1.33,N,2
23.74443,85.50408,299.89,0.47,0.64,2024-01-02,1912,N,VIIRS,n,2,285.17,0.9,N,2
23.66659,86.41927,315.46,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,285.26,2.04,N,2
23.68326,86.09387,305.47,0.43,0.62,2024-01-02,1912,N,VIIRS,n,2,286.01,1.67,N,2
23.61597,86.86036,300.84,0.39,0.59,2024-01-02,1912,N,VIIRS,n,2,285.47,0.54,N,2
23.67822,86.08468,321.19,0.43,0.62,2024-01-02,1912,N,VIIRS,n,2,287.97,3.4,N,2
23.6167,86.79041,302.82,0.39,0.59,2024-01-02,1912,N,VIIRS,n,2,286.8,0.68,N,2
23.66988,86.11437,300.86,0.43,0.62,2024-01-02,1912,N,VIIRS,n,2,285.13,0.68,N,2
23.55959,87.23907,315.87,0.36,0.58,2024-01-02,1912,N,VIIRS,n,2,286.09,1.14,N,2
23.55925,87.24271,299.93,0.36,0.58,2024-01-02,1912,N,VIIRS,n,2,284.32,1.14,N,2
23.55389,87.24211,306.78,0.36,0.58,2024-01-02,1912,N,VIIRS,n,2,287.68,1.14,N,3
23.63157,86.29409,299.19,0.42,0.61,2024-01-02,1912,N,VIIRS,n,2,285.58,0.54,N,2
23.56281,87.08341,308.71,0.37,0.58,2024-01-02,1912,N,VIIRS,n,2,287.45,1.67,N,2
23.73565,85.00838,297.49,0.51,0.66,2024-01-02,1912,N,VIIRS,n,2,285.15,1.24,N,2
23.73524,85.01331,297.85,0.51,0.66,2024-01-02,1912,N,VIIRS,n,2,287.0,1.24,N,2
23.50014,87.32484,296.03,0.36,0.57,2024-01-02,1912,N,VIIRS,n,2,284.93,0.37,N,0
23.48112,87.35491,298.21,0.36,0.57,2024-01-02,1912,N,VIIRS,n,2,285.78,0.7,N,2
23.66831,84.99626,311.13,0.51,0.66,2024-01-02,1912,N,VIIRS,n,2,286.38,2.4,N,2
23.78055,86.38915,323.93,0.41,0.61,2024-01-02,1912,N,VIIRS,n,2,291.56,3.8,N,2
23.79523,86.35262,302.82,0.42,0.61,2024-01-02,1912,N,VIIRS,n,2,288.4,1.18,N,2
23.80313,86.32823,313.23,0.42,0.61,2024-01-02,1912,N,VIIRS,n,2,290.47,1.88,N,2
